AIVAT, Chips, All Hands Chips, Chance Correction, Action Correction, Your Hand, Deepstack Hand, Flop Cards, Turn Card, River Card, Position, Pre-flop, Flop, Turn, River, Seconds to Act, Total Seconds, Start Time (UTC), Notes
2.41865, -50.0, -50.0, -52.41865, 0.0, 3cJh, Qs5c, , , , sb, f, , , , 5.16573596000671, 5.16573596000671, 2016/11/14 13:03:24, 
2.614292, -450.0, -450.0, -138.742896, -313.871396, 8s2s, 4c9d, Js9c3h, Kc, 3c, bb, cC, Cr200C, Cc, R450c, 26.5612478256226, 40.8343057632446, 2016/11/14 13:03:40, 
97.977767, -3300.0, -3300.0, -460.477601, -2937.500166, TdJc, 9s9d, 2c9hTs, Qh, 4s, sb, r250R750c, R1500c, Cc, Cr3300R6600f, 42.2908265590668, 57.0126092433929, 2016/11/14 13:04:26, 
2207.612449, 900.0, 900.0, 762.585173, -2070.197622, 8d8h, AdTd, 2c5s8c, , , bb, r300R900c, R1800f, , , 20.2906379699707, 27.0234651565552, 2016/11/14 13:05:27, 
12.310564, 100.0, 100.0, -1.607224, 89.29666, Kc9d, 4d2h, , , , sb, r250F, , , , 6.38072085380554, 6.41446876525879, 2016/11/14 13:05:57, 
-12.828518, 50.0, 50.0, -29.559652, 92.38817, 6h3h, 6c2d, , , , bb, f, , , , 0.0, 0.037708044052124, 2016/11/14 13:06:10, 
14.922757, 100.0, 100.0, -11.374755, 96.451998, 6sJs, 6c4h, , , , sb, r250F, , , , 8.83440709114075, 8.86517906188965, 2016/11/14 13:06:17, 
-36.928075, -100.0, -100.0, -90.262486, 27.190561, 4c5h, 8d4h, 9cQdJd, , , bb, cC, Cr300F, , , 15.2548050880432, 21.5516941547394, 2016/11/14 13:06:33, 
-46.904858, 250.0, 250.0, -83.591418, 380.496276, 7dTs, 9sJh, 5cAs8d, , , sb, r250C, Cr625F, , , 10.7738130092621, 21.9238879680634, 2016/11/14 13:06:59, 
-15.430342, -100.0, -100.0, -52.770478, -31.79918, 3s4h, 7d5h, , , , bb, r300F, , , , 9.01052784919739, 9.05828785896301, 2016/11/14 13:07:25, 
-5.861249, -400.0, -400.0, -145.379326, -248.759425, Qh4c, 3dAc, 2dKd9d, Ad, 5h, sb, cC, Cr200C, Cr400C, Cc, 16.4870007038116, 39.1512780189514, 2016/11/14 13:07:38, 
13.163451, 200.0, 200.0, 149.43484, 37.401709, 8c8h, Qd4h, , , , bb, r200R700f, , , , 9.06624293327332, 14.605329990387, 2016/11/14 13:08:23, 
10.607855, -100.0, -100.0, -54.155941, -56.451914, Tc4h, 6c8d, , , , sb, cR300f, , , , 12.9433071613312, 12.9741010665894, 2016/11/14 13:08:41, 
-15.365757, -100.0, -100.0, -44.046844, -40.5874, Th6d, Kd3h, , , , bb, r300F, , , , 7.45614504814148, 7.49223589897156, 2016/11/14 13:08:58, 
21.730028, -200.0, -200.0, -197.430713, -24.299315, 3sQd, Jc7d, 6hJd5h, Js, 5c, sb, cC, Cr200C, Cc, R1000f, 13.6963970661163, 38.25177526474, 2016/11/14 13:09:10, 
-16.853196, -100.0, -100.0, -57.321328, -25.825476, 2d8s, Kd6s, , , , bb, r300F, , , , 7.92089414596558, 7.95625114440918, 2016/11/14 13:09:52, 
-49.68823, -2400.0, -2400.0, -411.739915, -1938.571855, 6hKh, JsQc, 4c9sQs, 2s, Ad, sb, r300C, Cr600C, Cc, Cr2400C, 23.9959969520569, 49.3383457660675, 2016/11/14 13:10:04, 
282.635151, -1800.0, 323.587354, -748.806327, 789.75853, Kd2d, 8sQh, Qs7d5d, 9s, 2h, bb, r300C, Cr600C, Cr1800C, Cc, 31.754328250885, 47.1210334300995, 2016/11/14 13:11:00, 
-177.156057, 300.0, 300.0, 28.345573, 448.810485, TcJh, 6hKd, 3h8hAd, , , sb, r300C, Cr700F, , , 12.2757678031921, 24.901481628418, 2016/11/14 13:11:53, 
789.552418, 900.0, 900.0, 599.4012, -488.953618, AsJs, 8h4h, Jd3h5s, , , bb, r300R900c, R1900f, , , 19.9899787902832, 25.5933854579926, 2016/11/14 13:12:21, 
387.305293, -2700.0, -2700.0, -2132.285067, -955.020226, 8dTh, TsAd, 7c6d2d, Kh, , sb, r300R900c, R2700c, R8100f, , 22.8738207817078, 35.5755400657654, 2016/11/14 13:12:50, 
153.261696, 1900.0, 322.939134, 393.058222, -223.380784, QhJd, Ks9d, 3sAs9h, 6h, Qs, bb, r300R900c, R1900c, Cc, Cc, 38.7139368057251, 52.2245211601257, 2016/11/14 13:13:31, 
1808.086907, -6300.0, -6300.0, -665.782979, -7442.303929, TsQd, Ad7d, 9dKd4d, Qh, 6s, sb, r300R900c, Cc, Cr2100R6300c, R20000f, 45.3071959018707, 61.3043658733368, 2016/11/14 13:14:29, 
-3.620823, 200.0, 200.0, 77.487045, 126.133778, QsTs, Ah2c, , , , bb, r200R900f, , , , 8.09505105018616, 13.670844078064, 2016/11/14 13:15:34, 
10.396547, 100.0, 100.0, -18.065638, 107.669092, Ad4s, 7h4d, , , , sb, r300F, , , , 6.89109086990356, 6.92607188224792, 2016/11/14 13:15:51, 
-114.594743, 900.0, 900.0, -204.715776, 1219.31052, Js9d, QdTd, 6s2s8c, , , bb, r200R900c, R2700f, , , 14.4185872077942, 26.6986498832703, 2016/11/14 13:16:06, 
6.453665, -600.0, -191.887365, -374.466366, 176.125336, JsKc, 5d4c, QdAd4s, 2s, Ac, sb, r300C, Cr600C, Cc, Cc, 19.1942059993744, 41.0341596603394, 2016/11/14 13:16:35, 
-18.160583, 100.0, 100.0, -42.166418, 160.327001, 3d8d, 6dQs, , , , bb, cR400f, , , , 8.70556998252869, 8.7669460773468, 2016/11/14 13:17:20, 
12.556568, 100.0, 100.0, -0.287281, 87.730713, Tc9d, 3c6h, , , , sb, r300F, , , , 5.92457509040833, 5.96541023254395, 2016/11/14 13:17:37, 
-43.985884, 400.0, 400.0, -271.224219, 715.210103, 6h7c, 5h6c, 5d9sQs, Ks, Kc, bb, r200C, Cc, R400c, R1000f, 26.5460741519928, 42.5210423469543, 2016/11/14 13:17:50, 
-96.638421, -1400.0, -601.391212, -273.771532, -230.981258, QdKc, 9cJd, AdTd8h, Qc, 2c, sb, r300C, Cr600C, Cr1400C, Cc, 17.4535818099976, 43.4965786933899, 2016/11/14 13:18:37, 
-15.430342, -100.0, -100.0, -52.770478, -31.79918, 3s4d, 7s7c, , , , bb, r300F, , , , 7.19020295143127, 7.23318195343018, 2016/11/14 13:19:26, 
14.639531, -850.0, -850.0, -190.016996, -674.622535, 6dQc, 8sAs, 5sAc7d, , , sb, r400C, Cr850R1700f, , , 21.3242430686951, 32.9938950538635, 2016/11/14 13:19:38, 
-448.130699, 1000.0, 1000.0, 299.595872, 1148.534827, QsQd, Ad8h, 4sKs3s, 2h, , bb, r300R1000c, Cc, R2500f, , 25.4558842182159, 35.5050101280212, 2016/11/14 13:20:14, 
9.238015, 100.0, 100.0, -34.236435, 124.998421, 7sQc, Jd3c, , , , sb, r300F, , , , 6.43079996109009, 6.460862159729, 2016/11/14 13:20:53, 
56.278268, -1500.0, -1500.0, -268.95134, -1287.326928, Qs7h, 3c5s, 8h3d4s, , , bb, r300C, Cr600R1500r4500F, , , 21.7967360019684, 31.9975779056549, 2016/11/14 13:21:08, 
7.336767, -50.0, -50.0, -57.336767, 0.0, 9d2s, AdKh, , , , sb, f, , , , 4.32965111732483, 4.32965111732483, 2016/11/14 13:21:44, 
-74.557191, -400.0, -180.065381, -47.732206, -57.775984, 7cJh, 3c5d, JdTdQd, Kd, 2d, bb, cC, Cr200C, Cc, R400c, 30.7064790725708, 46.8184788227081, 2016/11/14 13:21:54, 
-13.230882, 100.0, 100.0, -65.873815, 179.104697, 2c6c, Tc4s, Qh7c3d, , , sb, cC, Cr200F, , , 32.3237819671631, 42.5688829421997, 2016/11/14 13:22:51, 
-11.625781, 100.0, 100.0, 2.098533, 109.527248, 9sKh, 5dJh, , , , bb, cR400f, , , , 9.02529191970825, 9.09629774093628, 2016/11/14 13:23:36, 
22.212483, 500.0, 500.0, 918.424728, -440.637211, 4sQd, Ac8s, 3dThQs, 4h, , sb, r200C, Cr500C, Cr1250F, , 15.7132761478424, 37.918497800827, 2016/11/14 13:23:52, 
